506.42 207.51
504.53 217.60
505.16 228.63
507.68 239.98
514.61 251.64
519.65 262.67
524.69 271.17
532.56 279.05
540.75 288.81
551.14 298.26
559.01 306.13
569.09 314.00
575.39 320.62
583.89 329.75
589.56 338.57
593.97 345.82
596.18 353.38
596.81 363.78
595.23 371.35
590.82 380.18
584.52 389.01
576.02 394.69
564.37 396.91
552.40 393.45
541.38 387.79
531.93 380.55
521.85 373.31
514.92 367.64
505.16 359.77
492.25 350.00
482.17 340.87
470.20 332.37
461.38 323.24
451.31 315.68
442.49 307.81
434.61 298.99
425.80 288.28
416.66 278.52
410.05 271.90
405.01 264.34
399.97 255.84
399.03 248.59
397.14 236.29
397.14 226.52
398.08 217.70
401.23 206.66
406.27 198.46
413.20 192.78
419.81 190.25
428.94 192.45
436.82 196.86
441.23 203.47
445.01 211.98
445.01 223.33
444.06 233.42
441.86 244.45
439.65 254.86
436.19 265.89
432.72 279.45
430.20 290.80
428.63 301.83
427.68 311.61
426.74 322.01
425.80 332.73
425.80 344.39
426.11 354.16
427.05 367.08
427.68 379.69
428.00 390.41
429.57 405.22
431.46 416.57
433.98 429.49
436.50 439.26
441.86 452.18
446.58 463.21
451.31 476.13
456.97 488.42
464.53 500.39
470.20 510.16
476.50 520.87
483.74 532.52
490.04 542.61
497.92 550.79
504.22 559.61
512.40 568.75
520.91 578.51
528.15 587.33
536.65 595.52
545.16 604.97
552.40 614.11
559.64 623.56
567.20 633.95
573.50 644.03
578.23 651.91
583.58 662.62
586.73 672.08
590.82 681.53
593.66 694.13
594.60 704.54
596.49 715.57
599.01 726.60
602.48 737.63
605.31 749.60
606.89 760.32
607.52 774.82
607.52 789.00
606.89 801.93
606.26 814.22
605.63 823.99
603.11 834.08
599.64 846.69
595.55 857.10
591.77 866.56
587.99 875.07
581.38 885.80
575.71 895.57
566.89 907.56
560.28 917.65
553.98 926.80
547.99 938.15
542.64 949.19
539.49 960.86
541.38 971.89
545.47 981.66
550.20 989.85
556.81 998.35
563.42 1004.6
575.08 1010.3
583.27 1014.4
592.40 1015.9
602.48 1015.3
612.87 1014.6
622.00 1011.8
629.56 1007.1
639.01 998.91
645.94 990.08
651.29 979.99
654.76 967.06
657.91 955.39
662.32 941.52
666.72 927.33
668.61 914.72
669.56 901.17
669.56 886.98
669.24 875.32
668.30 861.45
668.30 851.68
665.78 838.44
664.21 827.72
662.63 816.69
659.48 803.46
656.65 790.54
654.44 777.30
650.66 765.64
646.88 757.13
644.05 748.94
639.32 738.22
630.82 725.94
623.89 719.01
612.24 709.88
600.59 704.22
589.25 698.87
578.86 693.20
567.52 687.22
556.50 680.61
545.16 672.74
535.71 667.08
526.58 659.52
518.39 651.96
507.99 644.09
498.86 635.90
488.47 624.56
480.28 613.85
469.26 601.25
460.44 590.54
452.57 580.46
445.95 569.75
438.08 560.93
432.09 549.59
425.80 539.83
420.76 530.37
415.72 521.87
410.36 510.84
404.69 499.18
398.40 487.21
394.30 472.08
389.58 461.05
385.48 451.60
382.02 441.52
379.18 429.54
377.29 416.62
375.09 403.06
373.83 389.51
373.20 374.70
370.68 356.42
370.05 341.60
367.53 327.10
361.23 310.72
356.51 296.85
350.21 285.83
344.54 276.06
340.45 265.66
333.52 254.63
327.85 245.50
321.55 236.68
315.25 228.17
308.32 217.78
300.76 208.96
293.52 201.71
289.11 196.67
282.18 188.17
276.20 179.66
268.64 171.16
263.29 162.97
258.56 154.46
256.04 143.11
258.56 132.71
266.12 127.03
276.83 125.13
287.54 127.01
299.19 129.21
308.64 132.98
316.83 137.07
325.01 141.79
333.83 146.20
343.91 149.34
354.93 152.17
365.96 152.16
376.98 148.37
384.22 142.06
389.89 134.80
